STATUS_CM,DETAILS,SHOP,LABELNO,ORDERNO,ORDERDATE,CM_PROJECTNO,PARTNO,SERIALNO,DESCRIPTION,QTY,DAYS_OPND,LOCATION,ARRIVAL_IN_SHOP,PAUSED,GROUP-SHOP,BACKORDER,ORDER_STATUS,TARGET_DATE,CONFIRMED_DATE,TOOL,MAT_CLASS,DURATION,STOCK,STOCK_PN,STOCK_INAC_WALTN,STOCK_IND_TOT,CONTRACT,POOL,PRIORP,PRIORP_RMK,pr_Available,pr_Transfer,pr_Order_Ext,pr_Order_Int,pr_Unavailable,ESTADO_MATERIALES,STATUS_NO_TOOL,STATUS_TOOL,PAUSED_NO_SHOP_TAT,PAUSED_SHOP_TAT,CM_STATUS_GLOB,WS_FIRMADO,WS_PENDIENTE,WS_PEND_INSP,WS_TOT,NEXT_WS,NEXT_STATUS,NEXT_DESC,NEXT_SOLAPA,step_date,step_days,porcent,steps
PAUSED - NO MANPOWER,,METROLOGY-A,118057,R1830120,2020-11-04,CM49720,H-2016-01,T28663,MANOMETRO,1,968,AEP/AU-MAIN/U/S,2022-04-14,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,695.73,PAUSED,0,1,0,1,580138,WS_PENDIENTE,CA (CALIBRATION) ON P/N:H-2016-01 S/N:T28663,Requirements,2022-04-14,442,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,9734,R4794719,2019-12-23,CM38729,H-2016-01,3097000401,MANOMETRO,1,1285,AEP/AU-TOOL/U/S,2021-08-03,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,695.73,PAUSED,0,2,0,2,462640,WS_PENDIENTE,CA (CALIBRATION) ON P/N:H-2016-01 S/N:3097000401,Requirements,2019-12-23,1285,50.0,1 de 2
PAUSED - NO MANPOWER,,METROLOGY-A,26157,R1442119,2019-02-06,CM15424,H-2016-01,T24973,MANOMETRO,1,1605,AEP/AU-TOOL/U/S,2022-06-23,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,371.91,PAUSED,0,1,0,1,155904,WS_PENDIENTE,CA (CALIBRATION) ON P/N:H-2016-01 S/N:T24973,Requirements,2022-06-23,372,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,514120,R1529123,2023-05-29,CM101093,H-2016-01,2915000408,MANOMETRO,1,32,AEP/AU-TOOL/U/S,2023-05-30,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,30.78,PAUSED,0,7,2,9,1168992,WS_PENDIENTE,CA (CALIBRATION) ON P/N:H-2016-01 S/N:2915000408,Requirements,2023-05-30,31,11.0,1 de 9
PAUSED - NO MANPOWER,,METROLOGY-A,174206,R2066521,2021-11-29,CM66323,H-2016-01,T24564,MANOMETRO,1,578,AEP/AR-MAIN/U/S,2022-01-20,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,525.65,PAUSED,0,1,0,1,748074,WS_PENDIENTE,CA (CALIBRATION) ON P/N:H-2016-01 S/N:T24564,Requirements,2022-01-20,526,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,73929,R3987919,2019-10-04,CM33692,H-2016-01,T25441,MANOMETRO,1,1365,AEP/AU-TOOL/U/S,2022-01-20,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,658.67,PAUSED,0,1,0,1,500714,WS_PENDIENTE,CA (CALIBRATION) ON P/N:H-2016-01 S/N:T25441,Requirements,2022-01-20,526,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,524080,R1730123,2023-06-15,CM102287,H-2016-01,T22249,MANOMETRO,1,15,AEP/AU-TOOL/U/S,2023-06-23,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,6.83,PAUSED,0,7,2,9,1184661,WS_PENDIENTE,CA (CALIBRATION) ON P/N:H-2016-01 S/N:T22249,Requirements,2023-06-23,7,11.0,1 de 9
PAUSED - NO MANPOWER,,METROLOGY-A,517474,R1607023,2023-06-05,CM101562,H-2016-01,T22440,MANOMETRO,1,25,AEP/AU-TOOL/U/S,2023-06-06,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,23.76,PAUSED,0,7,2,9,1174579,WS_PENDIENTE,CA (CALIBRATION) ON P/N:H-2016-01 S/N:T22440,Requirements,2023-06-06,24,11.0,1 de 9
PAUSED - NO MANPOWER,,METROLOGY-A,49543,R2636519,2019-06-05,CM25179,HC-1042,T20547,MANOMETRO,1,1486,AEP/AU-TOOL/U/S,2021-08-10,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,475.83,PAUSED,0,2,0,2,274990,WS_PENDIENTE,CA (CALIBRATION) ON P/N:HC-1042 S/N:T20547,Requirements,2019-06-05,1486,50.0,1 de 2
OPEN,OLDER-OPEN,METROLOGY-A,485044,R1044323,2023-04-13,CM97821,HC-1769-02,50204,INDICADOR DE TEMP.,1,78,AEP/AU-TOOL/U/S,,N,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,0,7,2,9,1126885,WS_PENDIENTE,CA (CALIBRATION) ON P/N:HC-1769-02 S/N:50204,Requirements,2023-04-13,78,11.0,1 de 9
PAUSED - AWAITING PHYSICAL DESTRUCTION,INCORRECT SCRAP STORE,METROLOGY-A,449109,R0452623,2023-02-22,CM93737,HC-2144,T70022,MANOMETRO,1,128,AEP/AU-TOOL/SCRAP,2023-03-08,Y,SHOP_EZE,1,O,,,Y,R,64,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,113.63,PAUSED,1,0,0,1,,,,,2023-05-12,49,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY,245953,R1061823,2023-04-14,CM97865,JEHAMK2Z,50350600,TERMOMETRO ANALOGICO + BULBO,1,77,EZE/AR-TL-SH/U/S,2023-04-19,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,71.74,PAUSED,0,2,0,2,1127332,WS_PENDIENTE,CA (CALIBRATION) ON P/N:JEHAMK2Z S/N:50350600,Requirements,2023-04-14,77,50.0,1 de 2
PAUSED - OTHER,,METROLOGY-A,1003009,R3131719,2019-07-23,CM28661,M10S-1,93Y13-4,MANDRILADORA PINES,1,1438,AEP/AU-TOOL/U/S,2021-08-10,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,688.73,PAUSED,0,2,0,2,318312,WS_PENDIENTE,CA (CALIBRATION) ON P/N:M10S-1 S/N:93Y13-4,Requirements,2019-07-23,1438,50.0,1 de 2
PAUSED - OTHER,,METROLOGY,1001705,R2958519,2019-07-05,CM27328,M22520/3-11,911285,GO-NOGO,1,1456,EZE/AR-TL-SH/U/S,2022-03-09,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,477.43,PAUSED,0,4,0,4,303488,WS_PENDIENTE,DECIRLE AL SISTEMA LAS FECHAS NUEVAS,Requirements,2019-07-05,1456,25.0,1 de 4
PAUSED - NO MANPOWER,,METROLOGY-A,107440,R0540221,2021-03-25,CM55220,M22520/3-15,MTR-01,CALIBRE PASA NO PASA,1,827,AEP/AU-TOOL/U/S,2022-01-25,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,520.76,PAUSED,0,1,0,1,633055,WS_PENDIENTE,CA (CALIBRATION) ON P/N:M22520/3-15 S/N:MTR-01,Requirements,2022-01-25,521,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,92851,R0293021,2021-02-17,CM53592,M22520/6-005,G188,CALIBRE PASA NO PASA,1,863,AEP/AU-TOOL/U/S,2022-01-25,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,520.67,PAUSED,0,1,0,1,615752,WS_PENDIENTE,CA (CALIBRATION) ON P/N:M22520/6-005 S/N:G188,Requirements,2022-01-25,521,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,91436,R0292721,2021-02-17,CM53587,M22520/6-006,G185,CALIBRE PASA NO PASA,1,863,AEP/AU-TOOL/U/S,2022-01-25,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,520.66,PAUSED,0,1,0,1,615742,WS_PENDIENTE,CA (CALIBRATION) ON P/N:M22520/6-006 S/N:G185,Requirements,2022-01-25,521,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,91755,R0292921,2021-02-17,CM53589,M22520/6-008,G180,CALIBRE PASA NO PASA,1,863,AEP/AU-TOOL/U/S,2022-01-26,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,519.75,PAUSED,0,1,0,1,615746,WS_PENDIENTE,CA (CALIBRATION) ON P/N:M22520/6-008 S/N:G180,Requirements,2022-01-26,520,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,88719,R0293321,2021-02-17,CM53593,M22520/6-019,G198,CALIBRE PASA NO PASA,1,863,AEP/AU-TOOL/U/S,2022-01-26,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,519.65,PAUSED,0,1,0,1,615754,WS_PENDIENTE,CA (CALIBRATION) ON P/N:M22520/6-019 S/N:G198,Requirements,2022-01-26,520,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,189104,R1645723,2023-06-07,CM101771,MCAL6,BP-02,CALIBRE,1,23,AEP/AU-TOOL/U/S,2023-06-08,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,21.8,PAUSED,0,7,2,9,1177481,WS_PENDIENTE,CA (CALIBRATION) ON P/N:MCAL6 S/N:BP-02,Requirements,2023-06-08,22,11.0,1 de 9
PAUSED - OTHER,,METROLOGY-A,51406,R4411619,2019-11-14,CM36474,MM4-33F,R5,MANOMETRO,1,1324,AEP/AU-TOOL/U/S,2021-08-03,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,695.76,PAUSED,0,2,0,2,429444,WS_PENDIENTE,CA (CALIBRATION) ON P/N:MM4-33F S/N:R5,Requirements,2019-11-14,1324,50.0,1 de 2
PAUSED - OTHER,,METROLOGY-A,1003080,R3909419,2019-09-27,CM33240,MR8-9Q,SLOB29,MANDRILADORA TERMIN.,1,1372,AEP/AU-TOOL/U/S,2021-08-10,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,688.67,PAUSED,0,2,0,2,382893,WS_PENDIENTE,CA (CALIBRATION) ON P/N:MR8-9Q S/N:SLOB29,Requirements,2019-09-27,1372,50.0,1 de 2
OPEN,OLDER-OPEN,METROLOGY,260030,R1811723,2023-06-23,CM102878,NTG2604-S,12591/005,MANOMETRO DE RUEDAS,1,7,EZE/AR-TL-H/U/S,,N,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,0,2,0,2,1190821,WS_PENDIENTE,CA (CALIBRATION) ON P/N:NTG2604-S S/N:12591/005,Requirements,2023-06-23,7,50.0,1 de 2
PAUSED - NO MANPOWER,,METROLOGY-A,388688,R1694423,2023-06-13,CM102132,NTG2604-S,13290/010,MANOMETRO DE RUEDAS,1,17,AEP/AU-TOOL/U/S,2023-06-14,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,15.84,PAUSED,0,7,2,9,1182213,WS_PENDIENTE,CA (CALIBRATION) ON P/N:NTG2604-S S/N:13290/010,Requirements,2023-06-14,16,11.0,1 de 9
PAUSED - NO MANPOWER,,METROLOGY-A,342476,R0185723,2023-01-23,CM91941,NTG2604-S,17275/008,MANOMETRO DE RUEDAS,1,158,AEP/AR-TL-HA/U/S,2023-01-23,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,157.8,PAUSED,0,1,0,1,1060948,WS_PENDIENTE,CA (CALIBRATION) ON P/N:NTG2604-S S/N:17275/008,Requirements,2023-01-23,158,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,251337,R1694223,2023-06-13,CM102131,NTG2604-S,12014-022,MANOMETRO DE RUEDAS,1,17,AEP/AU-TOOL/U/S,2023-06-14,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,15.89,PAUSED,0,7,2,9,1182204,WS_PENDIENTE,CA (CALIBRATION) ON P/N:NTG2604-S S/N:12014-022,Requirements,2023-06-14,16,11.0,1 de 9
PAUSED - NO MANPOWER,,METROLOGY-A,382610,R1694323,2023-06-13,CM102133,NTG2604-S,12014-016,MANOMETRO DE RUEDAS,1,17,AEP/AU-TOOL/U/S,2023-06-14,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,15.87,PAUSED,0,7,2,9,1182222,WS_PENDIENTE,CA (CALIBRATION) ON P/N:NTG2604-S S/N:12014-016,Requirements,2023-06-14,16,11.0,1 de 9
PAUSED - NO MANPOWER,,METROLOGY-A,410849,R1725723,2023-06-15,CM102274,NTG2604-S,13290/008,MANOMETRO DE RUEDAS,1,15,AEP/AU-TOOL/U/S,2023-06-23,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,6.83,PAUSED,0,7,2,9,1184512,WS_PENDIENTE,CA (CALIBRATION) ON P/N:NTG2604-S S/N:13290/008,Requirements,2023-06-23,7,11.0,1 de 9
PAUSED - OTHER,,METROLOGY-A,15529,R0889018,2018-12-10,CM11623,PC-1142,T32113,MANOMETRO,1,1663,AEP/AU-TOOL/U/S,2021-09-14,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,653.76,PAUSED,0,2,0,2,98292,WS_PENDIENTE,CA (CALIBRATION) ON P/N:PC-1142 S/N:T32113,Requirements,2018-12-10,1663,50.0,1 de 2
OPEN,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY-A,15529,R0889018,2018-12-10,CM96933,PC-1142,T32113,MANOMETRO,1,1663,AEP/AU-TOOL/U/S,,N,SHOP_EZE,1,O,,,Y,R,112,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,12,0,0,12,,,,,2023-04-07,84,100.0,12 de 12
PAUSED - NO MANPOWER,,METROLOGY-A,522015,R1678823,2023-06-12,CM102035,PC-1142,30V-00022,MANOMETRO,1,18,EZE/AR-TL-H/U/S,2023-06-16,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,13.74,PAUSED,0,7,2,9,1180664,WS_PENDIENTE,CA (CALIBRATION) ON P/N:PC-1142 S/N:30V-00022,Requirements,2023-06-16,14,11.0,1 de 9
PAUSED - NO MANPOWER,,METROLOGY,0,R0026512TRF,2017-02-23,CM2722,PG400EM,41003,GAGE SETTING,1,2318,EZE/SHOP-EZE/U/S,2022-10-14,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,258.74,PAUSED,0,1,0,1,2721,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY,0,R0026512TRF,2017-02-23,CM79549,PG400EM,41003,GAGE SETTING,1,2318,EZE/SHOP-EZE/U/S,,N,SHOP_EZE,1,O,,,Y,R,5,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,1,0,0,1,,,,,2022-07-13,352,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,252388,R1379623,2023-05-15,CM100119,QD2FR75,1110602499,TORQUIMETRO,1,46,AEP/AU-TOOL/U/S,2023-05-29,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,45.76,PAUSED,0,7,2,9,1155007,WS_PENDIENTE,CA (CALIBRATION) ON P/N:QD2FR75 S/N:1110602499,Requirements,2023-05-15,46,11.0,1 de 9
PAUSED - NO MANPOWER,,METROLOGY-A,254983,R1412523,2023-05-17,CM100364,QD2R1000,0109011788,TORQUIMETRO,1,44,AEP/AU-TOOL/U/S,2023-05-29,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,42.82,PAUSED,0,6,2,8,1159271,WS_PENDIENTE,CA (CALIBRATION) ON P/N:QD2R1000 S/N:0109011788,Requirements,2023-05-18,43,13.0,1 de 8
PAUSED - OTHER,,METROLOGY-A,373661,R0893123,2023-04-04,CM96978,QD2R1000A,0919112560,TORQUIMETRO,1,87,AEP/AR-TL-HA/U/S,2023-07-01,Y,SHOP_EZE,1,O,,,Y,R,438,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,84.8,PAUSED,4,1,4,9,1118811,WS_PEND_INSP,Calibración,Check,2023-04-13,78,56.0,5 de 9
PAUSED - NO MANPOWER,,METROLOGY-A,259832,R1528023,2023-05-29,CM101077,QD2RN50,0115602937,TORQUIMETRO,1,32,AEP/AU-TOOL/U/S,2023-06-05,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,30.77,PAUSED,0,7,2,9,1168719,WS_PENDIENTE,CA (CALIBRATION) ON P/N:QD2RN50 S/N:0115602937,Requirements,2023-05-30,31,11.0,1 de 9
PAUSED - OTHER,,METROLOGY-A,439218,R1675623,2023-06-12,CM102019,QD2RN50,0115602951,TORQUIMETRO,1,18,AEP/AU-TOOL/U/S,2023-06-14,Y,SHOP_EZE,1,O,,,Y,R,352,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,15.86,PAUSED,4,1,4,9,1180036,WS_PEND_INSP,Calibración,Check,2023-06-22,8,56.0,5 de 9
PAUSED - NO MANPOWER,,METROLOGY-A,415083,R1411423,2023-05-17,CM100346,QD2RN50,0711048002,TORQUIMETRO,1,44,AEP/AU-TOOL/U/S,2023-06-05,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,42.85,PAUSED,0,7,2,9,1158496,WS_PENDIENTE,CA (CALIBRATION) ON P/N:QD2RN50 S/N:0711048002,Requirements,2023-05-31,30,11.0,1 de 9
PAUSED - NO MANPOWER,,METROLOGY-A,247973,R1192623,2023-04-26,CM98735,QTS135,6283,TORQUIMETRO,1,65,AEP/AU-TOOL/U/S,2023-04-26,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,64.69,PAUSED,0,7,2,9,1138377,WS_PENDIENTE,CA (CALIBRATION) ON P/N:QTS135 S/N:6283,Requirements,2023-04-26,65,11.0,1 de 9
PAUSED - OTHER,,METROLOGY-A,0,R0025305TRF,2011-12-05,CM2997,RM-1501,00000266,TAQUIMETRO,1,4225,AEP/SHOP-AEP/U/S,2021-09-21,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,646.84,PAUSED,0,1,0,1,2995,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY-A,0,R0025305TRF,2011-12-05,CM78351,RM-1501,00000266,TAQUIMETRO,1,4225,AEP/SHOP-AEP/U/S,,N,SHOP_EZE,1,O,,,Y,R,82,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,5,0,0,5,,,,,2022-07-05,360,100.0,5 de 5
OPEN,OLDER-OPEN,METROLOGY,1002235,R1785619,2019-03-12,CM17919,SC7 2050 9/17,2050,DETECTOR DE PERDIDAS,1,1571,EZE/AR-TL-SH/U/S,,N,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,0,3,0,3,190104,WS_PENDIENTE,DECIRLE AL SISTEMA LAS FECHAS NUEVAS,Requirements,2019-03-12,1571,33.0,1 de 3
PAUSED - NO MANPOWER,,METROLOGY-A,206543,R0742123,2023-03-17,CM96017,SD101C,C9178,INDICADOR DE TEMP.,1,105,AEP/AU-TOOL/U/S,2023-03-27,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,94.86,PAUSED,0,6,2,8,1109812,WS_PENDIENTE,CA (CALIBRATION) ON P/N:SD101C S/N:C9178,Requirements,2023-03-27,95,13.0,1 de 8
PAUSED - NO MANPOWER,,METROLOGY-A,256408,R1287523,2023-05-04,CM99469,SUPERSEDER IIA-V,9751-903-13666,ANALIZADOR-CARGADOR,1,57,AEP/AU-TOOL/U/S,2023-05-04,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,56.72,PAUSED,0,7,2,9,1145546,WS_PENDIENTE,CA (CALIBRATION) ON P/N:SUPERSEDER IIA-V S/N:9751-903-13666,Requirements,2023-05-04,57,11.0,1 de 9
PAUSED - NO MANPOWER,,METROLOGY-A,112798,R1808120,2020-11-02,CM49567,TCK100CM,42846,TERMOCUPLA,1,970,AEP/AU-TOOL/U/S,2022-03-02,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,484.83,PAUSED,0,1,0,1,578874,WS_PENDIENTE,CA (CALIBRATION) ON P/N:TCK100CM S/N:42846,Requirements,2022-03-02,485,100.0,1 de 1
PAUSED - AWAITING PHYSICAL DESTRUCTION,PENDING TO TRANSFER - SCRAP LOCATION,METROLOGY-A,1003829,R3442919,2019-08-22,CM30487,TCK100CM,42847,TERMOCUPLA,1,1408,AEP/AU-TOOL/U/S,2022-03-11,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,475.78,PAUSED,0,0,0,0,,,,,,,,
PAUSED - NO MANPOWER,,METROLOGY-A,1004257,R0000318,2018-09-02,CM3185,TDS2024C,C040481,OSCILOSCOPIO,1,1762,AEP/SHOP-AEP/U/S,2022-03-15,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,471.75,PAUSED,0,1,0,1,811479,WS_PENDIENTE,CA (CALIBRATION) ON P/N:TDS2024C S/N:C040481,Requirements,2022-03-15,472,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,OLDER-OPEN-TRANSF-TO-SHOP,METROLOGY-A,1004257,R0000318,2018-09-02,CM79683,TDS2024C,C040481,OSCILOSCOPIO,1,1762,AEP/SHOP-AEP/U/S,,N,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,0,0,0,0,,,,,,,,
PAUSED - NO MANPOWER,,METROLOGY-A,0,R0025204TRF,2012-04-12,CM2896,TDS320,B032549,OSCILOSCOPIO,1,4096,AEP/SHOP-AEP/U/S,2022-03-11,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,475.7,PAUSED,0,1,0,1,808764,WS_PENDIENTE,CA (CALIBRATION) ON P/N:TDS320 S/N:B032549,Requirements,2022-03-11,476,100.0,1 de 1
